,Gender,Age,Date_of_birth,Nationality,Municipality,Canton,Salary,Social_matricule,Ethnicity,hair_color,hair_lenght,First_name,Surname
30772,F,46,19770708,Luxembourg,Colmar-Berg,Canton Mersch,1724.0,197707084385*,white,gray,short,Simone,Wouters
30773,M,61,19621014,France,Ettelbruck,Canton Diekirch,4862.0,196210144086*,white,gray,medium,Émile,Lacombe
30774,M,63,19601204,Sweden,Luxembourg,Canton Luxembourg,1460.0,196012045135*,white,gray,short,Erik,Lindqvist
30775,F,79,19441124,Luxembourg,Rumelange,Canton Esch,0.0,194411248814*,latino,gray,long,Élise,Desmet
30776,M,84,19390725,Luxembourg,Luxembourg,Canton Luxembourg,0.0,193907255549*,latino,gray,short,Koen,Michielsen
30777,F,77,19461204,Luxembourg,Strassen,Canton Luxembourg,0.0,194612045360*,white,gray,medium,Marthe,Chauvet
30778,F,28,19950210,Hungary,Flaxweiler,Canton Grevenmacher,13266.0,199502105364*,white,blond,medium,Teréz,Kiss
30779,M,57,19661111,Luxembourg,Mondorf-les-Bains,Canton Remich,9384.0,196611117252*,black,gray,medium,Jozef,Van Dooren
30780,F,60,19630820,Ukraine,Luxembourg,Canton Luxembourg,8460.0,196308208366*,white,gray,short,Наталія,Тимчук
30781,F,40,19830402,Luxembourg,Strassen,Canton Luxembourg,22087.0,198304020210*,white,brown,medium,Gabrielle,Lambert
30782,F,70,19530418,Luxembourg,Bous,Canton Remich,0.0,195304188588*,white,black,medium,Victoire,Bourgeois
30783,F,48,19750927,France,Sandweiler,Canton Luxembourg,1083.0,197509270462*,white,black,medium,Laurence,Colin
30784,M,75,19480430,Luxembourg,Käerjeng,Canton Capellen,0.0,194804305094*,white,gray,short,Mohamed,Teixeira
30785,M,40,19830905,Luxembourg,Differdange,Canton Esch,4968.0,198309050910*,white,black,medium,Jens,Martinez
30786,F,41,19821221,Belgium,Wiltz,Canton Wiltz,1833.0,198212214022*,white,gray,short,Ines,Poppe
30787,M,35,19881118,Luxembourg,Wiltz,Canton Wiltz,2333.0,198811186660*,white,brown,short,Marcel,Nuyts
30788,F,53,19700519,Luxembourg,Garnich,Canton Capellen,4243.0,197005190899*,latino,gray,long,Margaret,Renard
30789,F,46,19771005,Luxembourg,Lintgen,Canton Mersch,5116.0,197710051273*,black,black,medium,Hélène,Garnier
30790,M,48,19750813,Luxembourg,Mondercange,Canton Esch,7080.0,197508135836*,black,brown,medium,Niels,Morvan
30791,F,77,19460331,Portugal,Luxembourg,Canton Luxembourg,0.0,194603315501*,white,gray,short,Catarina,Magalhães
30792,F,30,19930430,Portugal,Consdorf,Canton Echternach,7563.0,199304307162*,white,gray,short,Melissa,Rodrigues
30793,F,40,19830116,Luxembourg,Wormeldange,Canton Grevenmacher,8822.0,198301168496*,white,gray,long,Tamara,Bauwens
30794,F,36,19870525,Ukraine,Luxembourg,Canton Luxembourg,3460.0,198705251634*,white,brown,long,Віра,Хоменко
30795,F,50,19730818,Portugal,Bous,Canton Remich,1637.0,197308181576*,white,black,long,Gabriela,Vicente
30796,M,32,19910122,United Kingdom,Luxembourg,Canton Luxembourg,5960.0,199101229914*,latino,black,medium,Michael,Howard
30797,F,35,19880615,Luxembourg,Mamer,Canton Capellen,8201.0,198806150347*,latino,gray,short,Bernadette,Pauwels
30798,F,47,19760410,Luxembourg,Niederanven,Canton Luxembourg,4455.0,197604102091*,white,black,short,Isabelle,Le Gall
30799,F,57,19660525,Luxembourg,Betzdorf,Canton Grevenmacher,4625.0,196605253297*,latino,black,long,Diane,Barbe
30800,F,49,19740713,Luxembourg,Rumelange,Canton Esch,2904.0,197407133761*,white,black,short,Hortense,Neirynck
30801,F,56,19670421,Luxembourg,Käerjeng,Canton Capellen,2141.0,196704218616*,white,brown,medium,Isabelle,Moulin
30802,F,52,19711201,Brazil,Luxembourg,Canton Luxembourg,10460.0,197112014117*,latino,gray,long,Maria Eduarda,da Cruz
30803,F,18,20051116,Luxembourg,Reckange-sur-Mess,Canton Esch,2483.0,200511166225*,white,brown,long,Alina,Fernandez
30804,M,45,19780926,Portugal,Sanem,Canton Esch,7142.0,197809268072*,white,brown,medium,Noa,Loureiro
30805,F,67,19560721,Luxembourg,Dudelange,Canton Esch,0.0,195607213713*,white,gray,medium,Henriette,Smits
30806,M,19,20040106,Luxembourg,Schifflange,Canton Esch,4542.0,200401062317*,white,red,medium,Felix,Faes
30807,F,59,19640420,Luxembourg,Junglinster,Canton Grevenmacher,6244.0,196404206038*,white,black,medium,Viviane,Léger
30808,F,51,19721011,Luxembourg,Mondorf-les-Bains,Canton Remich,2384.0,197210110550*,latino,brown,medium,Bernadette,Breton
30809,M,68,19550505,Sweden,Wiltz,Canton Wiltz,0.0,195505057894*,white,gray,medium,Olof,Larsson
30810,M,77,19460417,Luxembourg,Bourscheid,Canton Diekirch,0.0,194604178030*,latino,gray,medium,Isaac,Jean
30811,M,60,19630203,France,Mondercange,Canton Esch,2580.0,196302037463*,white,blond,medium,Timothée,Dupuy
30812,F,46,19771214,Italy,Sanem,Canton Esch,1142.0,197712141130*,white,gray,short,Germana,Gregorio
30813,M,41,19821218,United States of Ameria,Frisange,Canton Esch,6628.0,198212182090*,latino,brown,long,Mark,Hughes
30814,F,30,19931223,Portugal,Steinfort,Canton Capellen,8157.0,199312233510*,white,black,long,Beatriz,Monteiro
30815,F,31,19920909,Portugal,Bettendorf,Canton Diekirch,2138.0,199209092989*,white,black,medium,Mia,Cardoso
30816,M,36,19871120,Luxembourg,Luxembourg,Canton Luxembourg,3960.0,198711207642*,white,black,short,Marnix,Verstraeten
30817,M,44,19791025,Luxembourg,Lintgen,Canton Mersch,5116.0,197910258150*,white,gray,short,Jules,De Vos
30818,M,47,19761108,Luxembourg,Esch-sur-Sûre,Canton Wiltz,2024.0,197611086518*,white,gray,medium,Pierre,Dupuy
30819,M,68,19550426,Luxembourg,Bettendorf,Canton Diekirch,0.0,195504267776*,white,black,long,Arthur,Perez
30820,M,50,19731213,Luxembourg,Helperknapp,Canton Mersch,11417.0,197312139356*,white,black,long,Dirk,Timmermans
30821,M,64,19590417,France,Vianden,Canton Vianden,2039.0,195904176251*,white,gray,short,Michel,Martinez
30822,M,29,19940603,Portugal,Frisange,Canton Esch,6128.0,199406038119*,white,black,short,Emanuel,Marques
30823,M,21,20020206,Portugal,Dippach,Canton Capellen,10666.0,200202060265*,white,red,medium,Valentim,Cunha
30824,F,59,19641217,Luxembourg,Luxembourg,Canton Luxembourg,24960.0,196412170539*,black,gray,short,Andrée,Masson
30825,M,24,19990714,Portugal,Lorentzweiler,Canton Mersch,7726.0,199907148179*,white,black,long,Francisco,Vieira
30826,F,31,19920504,Luxembourg,Biwer,Canton Grevenmacher,3484.0,199205044600*,white,gray,medium,Martine,Theunis
30827,M,26,19970307,Italy,Mondorf-les-Bains,Canton Remich,1884.0,199703077387*,white,black,short,Lucio,Magnani
30828,F,18,20050706,Belgium,Dudelange,Canton Esch,1953.0,200507068235*,white,brown,long,Carina,De Smedt
30829,M,55,19681004,Luxembourg,Parc Hosingen,Canton Clervaux,7085.0,196810049972*,white,black,short,Jules,De Bruyne
30830,F,19,20040819,Luxembourg,Habscht,Canton Capellen,11639.0,200408192134*,white,brown,short,Amber,Debruyne
30831,M,24,19990412,Luxembourg,Bissen,Canton Mersch,5055.0,199904122152*,black,brown,medium,Gert,Rosseel
30832,F,37,19861109,Portugal,Lintgen,Canton Mersch,6616.0,198611095748*,white,brown,medium,Constança,Gomes
30833,F,24,19990602,Luxembourg,Esch-sur-Alzette,Canton Esch,8803.0,199906026277*,latino,black,long,Valentine,Guillou
30834,F,50,19730527,Portugal,Pétange,Canton Esch,2028.0,197305272337*,white,black,medium,Luna,Pinto
30835,F,64,19591102,Luxembourg,Schifflange,Canton Esch,6542.0,195911028755*,latino,gray,short,Linda,Adriaenssens
30836,F,70,19531108,Portugal,Strassen,Canton Luxembourg,0.0,195311082080*,white,gray,short,Daniela,Ferreira
30837,F,91,19320816,Luxembourg,Strassen,Canton Luxembourg,0.0,193208161655*,white,gray,long,Fabienne,Janssens
30838,M,27,19960505,Luxembourg,Esch-sur-Alzette,Canton Esch,1303.0,199605055629*,white,brown,long,Guy,Ruiz
30839,M,59,19641114,Belgium,Hesperange,Canton Luxembourg,3654.0,196411142501*,white,black,medium,Sebastian,Smet
30840,F,35,19880620,Luxembourg,Helperknapp,Canton Mersch,1917.0,198806204147*,white,brown,short,Lorraine,Moreau
30841,F,41,19820312,Luxembourg,Esch-sur-Alzette,Canton Esch,1303.0,198203129653*,white,blond,long,Philippine,Dumas
30842,M,59,19640911,Luxembourg,Esch-sur-Alzette,Canton Esch,4303.0,196409114434*,black,gray,long,Denis,Vandaele
30843,M,32,19910519,Portugal,Wiltz,Canton Wiltz,3333.0,199105197004*,white,black,short,Marcos,Soares
30844,F,49,19741016,Ukraine,Luxembourg,Canton Luxembourg,5460.0,197410164910*,white,brown,medium,Емілія,Шелест
30845,M,57,19660516,Luxembourg,Mertert,Canton Grevenmacher,2008.0,196605164257*,latino,gray,medium,Franck,Claes
30846,M,55,19681207,Sweden,Dippach,Canton Capellen,3166.0,196812070147*,white,black,long,Hans,Karlsson
30847,M,60,19630703,France,Junglinster,Canton Grevenmacher,2744.0,196307039070*,black,gray,short,Daniel,Roussel
30848,F,27,19960819,Luxembourg,Wormeldange,Canton Grevenmacher,4822.0,199608195508*,black,black,short,Nathalie,De Sutter
30849,M,69,19540615,India,Habscht,Canton Capellen,0.0,195406158471*,south asians,black,long,Yuvaan,Bath
30850,M,83,19400419,Luxembourg,Contern,Canton Luxembourg,0.0,194004193455*,latino,gray,long,André,Lauwers
30851,M,72,19510104,Luxembourg,Niederanven,Canton Luxembourg,0.0,195101042227*,white,gray,long,Louis,Boyer
30852,M,63,19600801,Belgium,Colmar-Berg,Canton Mersch,4224.0,196008012693*,white,brown,long,Tibe,Deleu
30853,M,70,19530612,Luxembourg,Differdange,Canton Esch,0.0,195306123576*,black,gray,long,Éric,Van Belle
30854,F,30,19930920,France,Schuttrange,Canton Luxembourg,4544.0,199309207230*,white,gray,long,Renée,Legendre
30855,M,67,19560418,Luxembourg,Luxembourg,Canton Luxembourg,0.0,195604186132*,white,gray,short,Thibaut,Van Rompaey
30856,M,20,20030119,Luxembourg,Ettelbruck,Canton Diekirch,10862.0,200301192189*,white,black,medium,Raymond,Sels
30857,F,58,19650613,Italy,Frisange,Canton Esch,5128.0,196506137906*,white,brown,short,Pierina,Sagese
30858,F,41,19820921,Belgium,Kehlen,Canton Capellen,20707.0,198209214943*,white,gray,short,Martine,Wuyts
30859,M,51,19720927,Luxembourg,Schifflange,Canton Esch,2542.0,197209275858*,black,brown,medium,René,Leclerc
30860,F,47,19760416,Luxembourg,Vianden,Canton Vianden,1039.0,197604162041*,white,gray,short,Helga,De Waele
30861,M,84,19390202,Portugal,Préizerdaul,Canton Redange,0.0,193902025046*,white,gray,medium,Henrique,Nogueira
30862,M,70,19530915,Luxembourg,Ettelbruck,Canton Diekirch,0.0,195309158608*,white,gray,long,Mohammed,Barbe
30863,F,19,20041016,Luxembourg,Mersch,Canton Mersch,10055.0,200410166747*,white,blond,medium,Michelle,Bertels
30864,F,45,19781019,Luxembourg,Hesperange,Canton Luxembourg,2154.0,197810191517*,latino,brown,short,Christina,Vervoort
30865,F,77,19460617,India,Luxembourg,Canton Luxembourg,0.0,194606177022*,south asians,gray,short,Advik,Garde
30866,M,58,19650504,Luxembourg,Luxembourg,Canton Luxembourg,960.0,196505045907*,white,black,long,Zacharie,Van Loock
30867,M,18,20051002,France,Waldbillig,Canton Echternach,7550.0,200510022333*,black,red,short,Théodore,Marion
30868,M,51,19720709,Luxembourg,Reckange-sur-Mess,Canton Esch,16983.0,197207096031*,black,blond,medium,Robert,Bollen
30869,M,26,19970119,India,Consdorf,Canton Echternach,6563.0,199701192054*,south asians,brown,long,Vihaan,Kapadia
30870,F,37,19860319,Luxembourg,Bertrange,Canton Luxembourg,1087.0,198603191439*,white,black,short,Claude,Colin
30871,M,38,19850226,Luxembourg,Clervaux,Canton Clervaux,6979.0,198502260453*,white,brown,long,Maxim,Lievens
30872,F,62,19611210,France,Strassen,Canton Luxembourg,3587.0,196112106810*,white,gray,short,Aimée,Gillet
30873,F,54,19690425,Luxembourg,Hesperange,Canton Luxembourg,2154.0,196904252809*,white,brown,long,Victoire,Lemaître
30874,F,23,20000505,France,Esch-sur-Alzette,Canton Esch,8303.0,200005054384*,white,red,short,Nath,Vasseur
30875,M,68,19550802,France,Lorentzweiler,Canton Mersch,0.0,195508028517*,black,gray,short,Alphonse,Philippe
30876,M,58,19650124,Luxembourg,Parc Hosingen,Canton Clervaux,8585.0,196501241593*,white,black,short,Jo,Pruvost
30877,M,26,19970520,Luxembourg,Wincrange,Canton Clervaux,2032.0,199705207180*,white,red,medium,Lucas,D'Hondt
30878,F,54,19690803,Luxembourg,Luxembourg,Canton Luxembourg,6460.0,196908036252*,white,black,short,Anastasie,Segers
30879,F,72,19510226,Italy,Luxembourg,Canton Luxembourg,0.0,195102267872*,white,gray,long,Cassandra,Duodo
30880,F,30,19930523,Luxembourg,Beaufort,Canton Echternach,3082.0,199305237267*,white,black,long,Émilie,Delattre
30881,M,60,19631118,Belgium,Mamer,Canton Capellen,9201.0,196311181311*,white,gray,short,Gabriel,Roelandt
30882,F,38,19850508,Luxembourg,Contern,Canton Luxembourg,3708.0,198505081700*,latino,gray,short,Evy,Jacquot
30883,F,40,19830214,Luxembourg,Esch-sur-Sûre,Canton Wiltz,6024.0,198302148194*,white,black,short,Simone,Heylen
30884,F,59,19641206,Luxembourg,Mamer,Canton Capellen,25701.0,196412068308*,white,black,short,Anna,Traore
30885,F,53,19700519,France,Luxembourg,Canton Luxembourg,960.0,197005192436*,black,brown,medium,Victoire,Guyot
30886,F,33,19901210,Portugal,Esch-sur-Alzette,Canton Esch,2803.0,199012100704*,white,brown,medium,Yara,Neves
30887,M,71,19521103,Luxembourg,Mamer,Canton Capellen,0.0,195211030333*,white,black,short,Édouard,Geerts
30888,M,60,19630118,Luxembourg,Sanem,Canton Esch,7642.0,196301189601*,white,black,medium,René,Vandenberghe
30889,M,44,19790605,Luxembourg,Strassen,Canton Luxembourg,3587.0,197906053706*,white,black,short,Frederick,Vermeulen
30890,M,24,19990415,Portugal,Bettendorf,Canton Diekirch,4138.0,199904150358*,white,red,long,César,Gaspar
30891,F,59,19640825,Luxembourg,Feulen,Canton Diekirch,7342.0,196408256667*,white,black,medium,Magda,Lambrechts
30892,M,28,19950726,Poland,Wincrange,Canton Clervaux,5032.0,199507264593*,white,black,short,Wiktor,Paździora
30893,M,49,19741129,Portugal,Luxembourg,Canton Luxembourg,1960.0,197411295387*,white,black,medium,Diogo,Batista
30894,F,43,19800712,Luxembourg,Biwer,Canton Grevenmacher,13984.0,198007124757*,white,black,medium,Karin,Aerts
30895,M,55,19680216,Luxembourg,Boulaide,Canton Wiltz,5395.0,196802161434*,black,black,short,Jan,Laurent
30896,F,64,19590407,Luxembourg,Habscht,Canton Capellen,1639.0,195904072573*,white,black,short,Sabine,Carre
30897,M,21,20021031,Luxembourg,Habscht,Canton Capellen,11139.0,200210315418*,black,brown,medium,Lucien,Philips
30898,M,71,19520616,Luxembourg,Luxembourg,Canton Luxembourg,0.0,195206167114*,black,gray,short,Théophile,Lemoine
30899,F,26,19970711,France,Dudelange,Canton Esch,6953.0,199707118040*,white,black,short,Constance,Klein
30900,M,30,19930822,Portugal,Hesperange,Canton Luxembourg,7154.0,199308225836*,white,black,long,Nuno,Figueiredo
30901,F,45,19780413,United Kingdom,Luxembourg,Canton Luxembourg,14460.0,197804136529*,asian,black,long,Amanda,Berry
30902,M,82,19410605,Portugal,Redange-sur-Attert,Canton Redange,Nan,194106056363*,white,gray,short,Sérgio,Barbosa
30903,M,62,19610208,Luxembourg,Luxembourg,Canton Luxembourg,7460.0,196102080631*,black,gray,long,Auguste,Van Raemdonck
30904,M,45,19780413,Luxembourg,Hesperange,Canton Luxembourg,5154.0,197804138888*,white,black,long,Auguste,Heyvaert
30905,M,34,19890524,Luxembourg,Luxembourg,Canton Luxembourg,2960.0,198905240680*,white,red,long,William,Gosselin
30906,F,49,19740906,Luxembourg,Luxembourg,Canton Luxembourg,2960.0,197409064637*,white,brown,medium,Margaud,Samson
30907,F,35,19881210,Luxembourg,Larochette,Canton Mersch,951.0,198812104083*,black,red,medium,Mariette,Blot
30908,M,63,19601030,Italy,Pétange,Canton Esch,3028.0,196010300536*,white,brown,long,Gaetano,Tamburello
30909,F,34,19891025,Luxembourg,Bertrange,Canton Luxembourg,2587.0,198910253339*,white,blond,medium,Martine,Declercq
30910,F,62,19611201,France,Flaxweiler,Canton Grevenmacher,3266.0,196112017904*,white,gray,short,Nath,François
30911,M,34,19890412,Luxembourg,Luxembourg,Canton Luxembourg,3460.0,198904126510*,white,blond,medium,Kenny,De Wilde
30912,M,44,19790330,Portugal,Luxembourg,Canton Luxembourg,3460.0,197903307643*,white,brown,short,Bryan,Reis
30913,F,18,20051021,Italy,Luxembourg,Canton Luxembourg,2460.0,200510217566*,white,brown,medium,Eugenia,Ruggeri
30914,M,18,20050719,France,Remich,Canton Remich,2788.0,200507190469*,white,blond,short,Richard,Hervé
30915,M,47,19760218,Luxembourg,Hesperange,Canton Luxembourg,3654.0,197602189909*,white,blond,medium,Théophile,Delaunay
30916,M,27,19960620,Portugal,Hesperange,Canton Luxembourg,1654.0,199606207399*,white,black,medium,Duarte,Jesus
30917,M,45,19781002,Luxembourg,Differdange,Canton Esch,5968.0,197810023894*,white,black,short,Jacques,Dhondt
30918,F,71,19520315,Luxembourg,Bissen,Canton Mersch,0.0,195203153476*,white,gray,long,Mieke,Rodrigues
30919,M,47,19760414,Spain,Mamer,Canton Capellen,6701.0,197604140603*,white,black,medium,José Mari,Hurtado
30920,F,65,19580129,Luxembourg,Helperknapp,Canton Mersch,0.0,195801294304*,white,black,long,Célina,Nijs
30921,F,43,19800710,Belgium,Differdange,Canton Esch,1968.0,198007107803*,white,gray,long,Amina,De Pauw
30922,F,42,19811030,France,Mondorf-les-Bains,Canton Remich,1384.0,198110302437*,white,brown,medium,Océane,Ledoux
30923,M,61,19621023,France,Luxembourg,Canton Luxembourg,4460.0,196210235992*,white,black,long,Marcel,Philippe
30924,M,18,20050220,Luxembourg,Differdange,Canton Esch,8968.0,200502207327*,white,black,long,Guillaume,Helsen
30925,M,30,19931023,Italy,Luxembourg,Canton Luxembourg,5460.0,199310238848*,white,brown,long,Danilo,Greco
30926,M,38,19850616,Italy,Steinsel,Canton Luxembourg,10060.0,198506163295*,white,brown,medium,Rosario,Trebbi
30927,M,34,19890329,Portugal,Luxembourg,Canton Luxembourg,9960.0,198903293675*,white,brown,long,Mauro,Pacheco
30928,F,60,19630324,Luxembourg,Differdange,Canton Esch,968.0,196303241109*,white,black,long,Aurore,Gros
30929,M,25,19981025,Luxembourg,Pétange,Canton Esch,3528.0,199810257347*,latino,gray,short,Patrick,Torfs
30930,F,73,19501010,Belgium,Pétange,Canton Esch,0.0,195010106352*,white,gray,long,Rosette,Hermans
30931,F,79,19441213,Luxembourg,Luxembourg,Canton Luxembourg,0.0,194412138823*,white,gray,medium,Hilde,Robin
30932,M,32,19911105,Luxembourg,Wiltz,Canton Wiltz,2333.0,199111053463*,white,black,medium,Ivan,Becker
30933,M,59,19640217,Turkey,Habscht,Canton Capellen,5139.0,196402173287*,turkish,black,medium,Mishat,İhsanoğlu
30934,M,34,19891026,Germany,Luxembourg,Canton Luxembourg,3460.0,198910265123*,white,brown,long,Mustafa,Martin
30935,F,38,19850117,Luxembourg,Luxembourg,Canton Luxembourg,1960.0,198501178211*,white,blond,short,Nath,Rousseau
30936,F,29,19941111,Spain,Rumelange,Canton Esch,4904.0,199411115234*,white,black,short,Encarnacion,Figuerola
30937,M,34,19890914,Poland,Käerjeng,Canton Capellen,16641.0,198909141002*,white,black,long,Damian,Szymała
30938,F,77,19460525,Luxembourg,Schifflange,Canton Esch,0.0,194605256272*,latino,gray,long,Hortense,Goris
30939,M,66,19570523,Luxembourg,Esch-sur-Alzette,Canton Esch,0.0,195705233842*,white,black,short,Davy,Rodriguez
30940,M,78,19450416,Luxembourg,Pétange,Canton Esch,0.0,194504160644*,black,gray,long,Stefaan,Leclerc
30941,F,27,19961215,Luxembourg,Strassen,Canton Luxembourg,3587.0,199612158887*,white,blond,long,Capucine,Kenis
30942,M,18,20051124,Luxembourg,Bettendorf,Canton Diekirch,9638.0,200511240809*,white,blond,long,Omar,Theunis
30943,M,57,19660531,Belgium,Luxembourg,Canton Luxembourg,6960.0,196605311871*,white,black,medium,Mehmet,Van Gestel
30944,F,52,19711203,India,Esch-sur-Alzette,Canton Esch,1803.0,197112036809*,south asians,blond,long,Jivin,Basak
30945,M,52,19711111,France,Dudelange,Canton Esch,2953.0,197111115858*,white,black,medium,Adrien,Benard
30946,F,59,19640610,Spain,Bettembourg,Canton Esch,12596.0,196406108030*,white,gray,medium,Elodia,Antón
30947,M,46,19770914,Poland,Ettelbruck,Canton Diekirch,1862.0,197709141956*,white,brown,short,Juliusz,Bak
30948,F,66,19570506,Portugal,Roeser,Canton Esch,0.0,195705062713*,white,gray,long,Margarida,Coelho
30949,F,63,19600701,Luxembourg,Esch-sur-Alzette,Canton Esch,3303.0,196007013729*,white,brown,long,Michelle,Picard
30950,M,55,19680617,France,Hesperange,Canton Luxembourg,9154.0,196806172893*,black,black,medium,Julien,Deschamps
30951,F,86,19370324,Portugal,Luxembourg,Canton Luxembourg,0.0,193703246213*,white,gray,short,Inês,Vicente
30952,F,85,19380302,Luxembourg,Schifflange,Canton Esch,0.0,193803029839*,latino,black,medium,Véronique,Alves
30953,F,45,19780809,Spain,Diekirch,Canton Diekirch,890.0,197808099358*,white,brown,long,Edelmira,Perelló
30954,F,61,19620507,Luxembourg,Contern,Canton Luxembourg,3708.0,196205074443*,white,gray,short,Mia,Willems
30955,M,58,19650302,France,Luxembourg,Canton Luxembourg,5460.0,196503022440*,black,blond,long,Tristan,Carpentier
30956,M,23,20000106,Poland,Differdange,Canton Esch,8468.0,200001069392*,white,blond,long,Leonard,Karwot
30957,M,80,19431121,Portugal,Esch-sur-Alzette,Canton Esch,0.0,194311213475*,white,gray,long,Guilherme,Costa
30958,M,49,19741222,Luxembourg,Habscht,Canton Capellen,12639.0,197412222842*,latino,black,long,Jeroen,Rombaut
30959,F,64,19590624,Luxembourg,Roeser,Canton Esch,4632.0,195906240626*,black,gray,long,Liliane,Ollivier
30960,M,69,19541106,Luxembourg,Weiler-la-Tour,Canton Luxembourg,0.0,195411067209*,black,gray,medium,Marc,Deconinck
30961,F,26,19970413,Portugal,Luxembourg,Canton Luxembourg,8960.0,199704132897*,white,black,short,Eva,Vicente
30962,F,70,19531008,Luxembourg,Dudelange,Canton Esch,0.0,195310085771*,white,gray,short,Nicole,Geerts
30963,F,35,19880904,Luxembourg,Heffingen,Canton Mersch,4358.0,198809043817*,white,black,short,Sylvie,Smeets
30964,F,58,19650121,Netherlands,Ettelbruck,Canton Diekirch,11362.0,196501214127*,white,gray,short,Isabelle,Hondeveld
30965,M,25,19980625,Luxembourg,Sanem,Canton Esch,1642.0,199806251833*,white,gray,long,Bart,Salmon
30966,F,65,19581209,Luxembourg,Luxembourg,Canton Luxembourg,0.0,195812092862*,white,black,medium,Amina,Richard
30967,F,59,19640811,Luxembourg,Luxembourg,Canton Luxembourg,3960.0,196408110699*,white,gray,short,Louise,Van Dyck
30968,M,90,19330312,Luxembourg,Differdange,Canton Esch,0.0,193303126701*,latino,black,medium,Aimé,Singh
30969,F,55,19680707,Luxembourg,Hesperange,Canton Luxembourg,25154.0,196807071089*,white,brown,long,Katrien,Sanchez
30970,F,59,19640429,Luxembourg,Sanem,Canton Esch,1142.0,196404297436*,white,blond,medium,Martine,Van de Velde
30971,M,30,19930427,Poland,Clervaux,Canton Clervaux,6979.0,199304271669*,white,gray,medium,Stefan,Engler
30972,M,28,19950819,Ukraine,Esch-sur-Alzette,Canton Esch,3803.0,199508199501*,white,black,medium,Андрій,Атрощенко
30973,F,40,19830514,Luxembourg,Troisvierges,Canton Clervaux,4832.0,198305140599*,black,brown,short,Jolien,Benard
30974,M,30,19931224,Luxembourg,Bourscheid,Canton Diekirch,4097.0,199312245688*,white,black,short,Mike,Hamon
30975,M,74,19491004,Portugal,Parc Hosingen,Canton Clervaux,0.0,194910048053*,white,gray,medium,Joel,Borges
30976,M,43,19801222,Luxembourg,Clervaux,Canton Clervaux,1979.0,198012223461*,white,brown,medium,Louis,Peeters
30977,F,45,19780709,France,Wiltz,Canton Wiltz,2833.0,197807096274*,black,black,medium,Frédérique,Le Goff
30978,F,47,19760803,Luxembourg,Luxembourg,Canton Luxembourg,3460.0,197608037292*,white,black,short,Roos,Rey
30979,M,64,19591220,Luxembourg,Clervaux,Canton Clervaux,4979.0,195912201365*,white,gray,short,Leon,Alves
30980,F,39,19840105,Luxembourg,Vianden,Canton Vianden,2039.0,198401052055*,latino,black,long,Élise,Paris
30981,F,50,19730102,Luxembourg,Kopstal,Canton Capellen,7392.0,197301023490*,white,gray,short,Liesbeth,Gomez
30982,M,51,19721018,Portugal,Differdange,Canton Esch,3468.0,197210189337*,white,brown,medium,Artur,Alves
30983,F,57,19660401,Spain,Schengen,Canton Remich,8539.0,196604017789*,white,black,long,Lupe,Vázquez
30984,F,44,19791209,Luxembourg,Luxembourg,Canton Luxembourg,3960.0,197912096583*,white,brown,short,Danielle,Rivière
30985,F,33,19900809,Belgium,Luxembourg,Canton Luxembourg,4960.0,199008095159*,white,brown,short,Annick,Vercruysse
30986,F,26,19970321,Portugal,Esch-sur-Alzette,Canton Esch,13303.0,199703210297*,white,brown,short,Teresa,Matos
30987,M,39,19841201,Portugal,Esch-sur-Alzette,Canton Esch,1303.0,198412013061*,white,black,medium,Noah,Henriques
30988,F,47,19760207,Luxembourg,Kehlen,Canton Capellen,7207.0,197602073044*,latino,blond,long,Zoë,Morvan
30989,F,58,19650218,Luxembourg,Pétange,Canton Esch,6528.0,196502182173*,latino,blond,medium,Jeanne,Wouters
30990,M,59,19640808,Luxembourg,Préizerdaul,Canton Redange,9865.0,196408089345*,black,gray,medium,Alfred,De Smedt
30991,F,46,19771202,Italy,Luxembourg,Canton Luxembourg,960.0,197712020653*,white,gray,long,Sonia,Foà
30992,F,35,19880212,Luxembourg,Esch-sur-Alzette,Canton Esch,4303.0,198802120696*,white,blond,medium,Anastasie,Salmon
30993,M,47,19760526,Luxembourg,Luxembourg,Canton Luxembourg,3960.0,197605268188*,black,black,short,Raymond,Goossens
30994,M,27,19960113,Luxembourg,Käerjeng,Canton Capellen,4141.0,199601138198*,white,brown,short,Aimé,Maes
30995,M,86,19370330,Netherlands,Schifflange,Canton Esch,0.0,193703303747*,white,black,long,Quinten,"Bourgondië, van"
30996,M,57,19660109,Luxembourg,Esch-sur-Alzette,Canton Esch,3303.0,196601091240*,latino,black,medium,Denis,De Laet
30997,M,57,19660110,India,Remich,Canton Remich,9788.0,196601101258*,south asians,black,long,Raghav,Sem
30998,F,27,19960716,Italy,Kayl,Canton Esch,3616.0,199607164653*,white,black,short,Maria,Pezzali
30999,F,62,19610502,Luxembourg,Luxembourg,Canton Luxembourg,2960.0,196105021356*,latino,gray,long,Katja,Hermans
31000,M,43,19800828,Luxembourg,Schifflange,Canton Esch,3042.0,198008288676*,latino,black,short,Paul,Boyer
31001,F,27,19961209,Luxembourg,Hesperange,Canton Luxembourg,5154.0,199612096293*,white,black,long,Simone,Callewaert
31002,F,44,19791117,Luxembourg,Useldange,Canton Redange,6896.0,197911175594*,white,black,long,Fatima,Joseph
