Matricule,Nom,Prenom,Genre,Date_Naissance,Pays_Naissance,Lieu_Naissance,Nationalite,Type_Residence,Residence_Num_Rue,Residence_Rue,Residence_Code_Postal,Residence_Localite,Residence_Commune,Residence_Pays,Etat_Civil,Enfants,Statut_SH,Orientation_SH,Statut_CTR,REVIS,Titre_Sejour,Debut_Titre_Sejour,Fin_Titre_Sejour,Autorisation_Travail_Debut,Autorisation_Travail_Fin,Autorisation_Travail_ISCO,Metier_ROME_1,Metier_ROME_1_Appellation,Metier_ROME_1_Experience,Metier_ROME_2,Metier_ROME_2_Appellation,Metier_ROME_2_Experience,Metier_ROME_3,Metier_ROME_3_Appellation,Metier_ROME_3_Experience,Formation_Reussie_ISCED,Formation_Reussie_Diplome,Formation_Reussie_Classe,Formation_Reussie_Specialite,Formation_Toutes_Specialites,Formation_Reussie_Pays,Formation_Reussie_Preuve,Langue_FR,Langue_LB,Langue_DE,Langue_EN,Langues_Autres,Mobilite
6430036436086,Bourgeois,Frédérique,Féminin,19530902,Espagne,Colin-la-Forêt,Espagnole,résident,232,avenue Evrard,5100,110502 Echternach,Echternach,Allemagne,Divorcé,Oui,False,Inconnu,True,False,120 Carte de séjour UE,20240321,20270812,,,,M1203,Aide-comptable,12 ans,K2111,Formateur professionnel,13 ans,G1603,Agent de restauration,,8,PhD,,,Sciences naturelles,Érythrée,A valider,C,,B,C,Néerlandais: C,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
0806397723475,Auger,Olivie,Féminin,20000423,Espagne,Sainte Renée,Polonaise,non-résident,217,avenue Patrick Meunier,9400,110601 Grevenmacher,Grevenmacher,Allemagne,Marié,Inconnu,False,Inconnu,True,False,,,,,,,M1607,Secrétaire,1 ans,,,,G1603,Employé de restauration,,4,Brevet de maîtrise,,Soins infirmiers,"Commerce, Économie",Royaume-Uni,Vérifié,B,,C,A,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
3126508962477,Diallo,Thierry,Masculin,19990826,Allemagne,Normand,Afghane,résident,241,rue Isabelle Marie,8500,110502 Echternach,Echternach,Luxembourg,PA,Oui,True,Marché ordinaire,False,False,,,,,,,D1406,Commercial,5 ans,M1203,Comptable,,,,,2,Secondaire technique,9ème EST,Sciences humaines,Comptabilité,Pologne,A valider,C,C,C,B,,Limitée (pas de voiture et pas de transports en commun disponible)
0870156027102,Moreau,Alix,Féminin,19780910,Portugal,Ramosboeuf,Espagnole,résident,8,avenue de Hernandez,9700,110201 Esch-sur-Alzette,Esch-sur-Alzette,France,Divorcé,Inconnu,True,Inconnu,False,False,100 Protection internationale (BPI),20240802,20271228,20251230,20260820,5120,J1501,Aide-soignant,1 ans,M1203,Comptable,6 ans,,,,6,Bachelor,,Hôtellerie-Restauration,"Mécanique, Commerce, Électronique",Pologne,Homologué,C,B,A,,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
4420766702359,Lebreton,Margaud,Féminin,19820522,Somalie,Pelletierboeuf,Française,résident,38,rue Lejeune,6800,110901 Diekirch,Diekirch,Luxembourg,Divorcé,Oui,False,Inconnu,False,False,,,,,,,K1207,Animateur social,7 ans,H2901,Ajusteur-monteur,10 ans,,,,2,Secondaire classique,9ème EST,Comptabilité,"Électronique, Sciences humaines",France,Reconnu,A,C,,C,,Limitée (pas de voiture et pas de transports en commun disponible)
6795763583926,Lamy,Martin,Masculin,19810704,Afghanistan,Gautierboeuf,Érythréenne,résident,32,chemin Audrey Perrot,9900,110401 Dudelange,Dudelange,Allemagne,Divorcé,Inconnu,False,Inconnu,True,False,,,,,,,N1103,Magasinier,0 ans,K2111,Formateur,,,,,6,Bachelor,,,"Droit, Sciences naturelles",Roumanie,Homologué,B,A,A,,,Limitée (pas de voiture et pas de transports en commun disponible)
1243885481287,Masson,Jules,Masculin,19550118,Portugal,Merle,Italienne,inconnu,223,chemin de Letellier,6500,110101 Luxembourg,Luxembourg,Belgique,Séparé,Non,False,Inconnu,False,False,,,,,,,M1203,Comptable,5 ans,K2111,Formateur,,M1607,Assistant administratif,8 ans,5,BTS,,Informatique,Hôtellerie-Restauration,Espagne,Vérifié,B,B,A,B,,Limitée (pas de voiture et pas de transports en commun disponible)
9554341751151,Lefèvre,Alexandria,Féminin,19520513,Luxembourg,Dudelange,Belge,inconnu,61,boulevard Camille Pinto,5400,110401 Dudelange,Dudelange,Luxembourg,Divorcé,Non,False,Inconnu,False,False,,,,,,,I1308,Technicien helpdesk,12 ans,,,,,,,6,Bachelor,,Éducation sociale,"Sciences naturelles, Mécanique",Allemagne,Déclaré,C,,B,A,,Limitée (pas de voiture et pas de transports en commun disponible)
5408275374353,Godard,Gilbert,Masculin,19541106,Afghanistan,Sancheznec,Portugaise,résident,186,avenue de Faivre,2300,110201 Esch-sur-Alzette,Esch-sur-Alzette,Allemagne,Séparé,Oui,True,Marché ordinaire,False,False,,,,,,,H2901,Ajusteur-monteur,20 ans,M1203,Assistant comptable,,,,,7,Master,,,Comptabilité,Luxembourg,A valider,B,A,A,,Italien: C,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
9894664119515,Tanguy,Victoire,Féminin,19560131,Pologne,Guillot,Portugaise,résident,99,rue de Samson,2500,110901 Diekirch,Diekirch,Allemagne,PA,Non,True,Inconnu,False,False,,,,20250124,20261023,5120,K1207,Éducateur spécialisé,6 ans,,,,,,,1,,2ème ESC,,"Informatique, Commerce, Langues",Italie,Reconnu,B,C,A,C,Espagnol: C,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
9078857085792,Laine,Laure,Féminin,19530923,Érythrée,Allain,Française,résident,224,avenue de Cousin,6400,110201 Esch-sur-Alzette,Esch-sur-Alzette,Luxembourg,Veuf,Non,False,Inconnu,True,False,,,,,,,M1203,Comptable,9 ans,I1308,Technicien support,10 ans,,,,3,DT,,Comptabilité,"Économie, Droit, Sciences humaines",Portugal,Vérifié,B,,A,C,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
2216582612518,Marie,Isaac,Masculin,20000408,Roumanie,Nicolas,Roumaine,non-résident,80,chemin Carre,3500,110801 Ettelbruck,Ettelbruck,Allemagne,Célibataire,Oui,True,Inconnu,False,False,,,,,,,K2111,Formateur,,,,,,,,1,Secondaire classique,5ème primaire,Hôtellerie-Restauration,Comptabilité,Luxembourg,Reconnu,B,B,A,B,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
3203514188654,Benoit,Mathilde,Féminin,19750310,Érythrée,BrunVille,Somalienne,non-résident,44,boulevard de Lemaître,2200,110901 Diekirch,Diekirch,Luxembourg,Célibataire,Oui,False,Inconnu,False,False,,,,,,,K1207,Animateur social,17 ans,J1501,Aide-soignant,,M1203,Aide-comptable,8 ans,7,Master,,Sciences naturelles,"Mécanique, Commerce",Érythrée,Vérifié,B,,A,B,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
5376535853770,Laroche,Noémi,Féminin,19531129,Portugal,Pruvost-sur-Lucas,Française,résident,66,avenue de Rivière,5000,111001 Wiltz,Wiltz,France,Séparé,Oui,True,Inconnu,False,False,065 Membre de famille (UE avec hors UE),20240807,20270709,,,,M1607,Secrétaire juridique,,K1207,Éducateur,,N1103,Agent logistique,10 ans,7,Master,,Éducation sociale,"Sciences naturelles, Langues",France,A valider,C,A,A,,Espagnol: C,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
2357424235763,Renaud,Jacques,Masculin,20030526,Pologne,Saint Laure,Portugaise,non-résident,125,rue de Delmas,8300,110301 Differdange,Differdange,Luxembourg,Marié,Inconnu,True,Inconnu,False,True,109 Protection temporaire (BPT),20241015,20280115,,,,G1603,Agent de restauration,1 ans,J1501,Aide-soignant,12 ans,,,,3,DAP,,Mécanique,"Division administrative et commerciale, Soins infirmiers, Sciences naturelles",Allemagne,Reconnu,B,A,C,,,"Excellente (permis A, B et véhicule personnel)"
0203553371327,Guillet,Franck,Masculin,19940623,Pays-Bas,Sainte Célina-sur-Mer,Belge,non-résident,78,rue Moreau,5800,110101 Luxembourg,Luxembourg,France,PA,Oui,False,Inconnu,False,True,,,,,,,K2111,Formateur,,,,,,,,4,Diplôme d'éducateur,,Commerce,"Droit, Électronique",Pologne,Déclaré,B,A,B,C,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
4397099586522,Bourgeois,Franck,Masculin,19790312,Luxembourg,Ettelbruck,Britannique,résident,171,rue Christiane Royer,3000,110601 Grevenmacher,Grevenmacher,Luxembourg,Veuf,Non,False,Inconnu,False,False,,,,,,,M1203,Aide-comptable,20 ans,D1406,Commercial,,,,,5,BTS,,Mécanique,"Électronique, Hôtellerie-Restauration, Mécanique",Espagne,A valider,B,,A,,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
5343156649989,Roger,Arthur,Masculin,19661212,Pologne,Laine,Polonaise,résident,55,rue de Mercier,9900,111001 Wiltz,Wiltz,Belgique,Inconnu,Non,False,Inconnu,False,False,,,,,,,J1501,Aide-soignant,2 ans,,,,,,,5,BTS,,Langues,Droit,Belgique,Vérifié,C,A,,,Portugais: B,"Excellente (permis A, B et véhicule personnel)"
1530644663946,Chrétien,Laurent,Masculin,19761209,Luxembourg,Clervaux,Belge,résident,105,rue Élisabeth Lefèvre,1800,110401 Dudelange,Dudelange,Belgique,Séparé,Oui,False,Inconnu,False,False,,,,,,,G1603,Employé de restauration,,,,,,,,1,,9ème EST,Soins infirmiers,Comptabilité,Portugal,Vérifié,C,C,B,B,,Limitée (pas de voiture et pas de transports en commun disponible)
6943321327312,Lefebvre,Inès,Féminin,19640823,France,Munoz,Polonaise,inconnu,80,boulevard Charles Prévost,5400,110901 Diekirch,Diekirch,Luxembourg,Marié,Inconnu,False,Inconnu,False,False,,,,20240205,20261211,2310,K1207,Animateur social,20 ans,K2111,Formateur professionnel,7 ans,,,,2,Secondaire technique,12ème EST,Hôtellerie-Restauration,"Éducation sociale, Division administrative et commerciale",Allemagne,Vérifié,B,,A,B,Portugais: B,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
0696789858226,Charpentier,Marine,Féminin,19941229,Royaume-Uni,Launay-sur-Fournier,Portugaise,résident,12,boulevard Clément,5800,110201 Esch-sur-Alzette,Esch-sur-Alzette,Luxembourg,Célibataire,Inconnu,False,Inconnu,False,False,065 Membre de famille (UE avec hors UE),20250927,20271111,,,,J1501,Infirmier,10 ans,H2901,Monteur,10 ans,G1603,Serveur,3 ans,4,Diplôme d'éducateur,,Mécanique,"Sciences humaines, Droit",Roumanie,Reconnu,B,C,A,,,Limitée (pas de voiture et pas de transports en commun disponible)
3957853820603,Nicolas,Arthur,Masculin,19881213,Érythrée,Sainte Léon,Afghane,résident,76,rue Vidal,5000,110901 Diekirch,Diekirch,Luxembourg,Veuf,Non,False,Inconnu,False,False,,,,,,,K2111,Formateur,3 ans,,,,,,,6,Bachelor,,Sciences humaines,"Sciences naturelles, Informatique, Langues",Espagne,Reconnu,B,,A,B,,"Excellente (permis A, B et véhicule personnel)"
6606180665063,Boulanger,Agnès,Féminin,19570218,Espagne,Riou,Néerlandaise,inconnu,60,boulevard Marc Lefebvre,6600,111001 Wiltz,Wiltz,France,Veuf,Non,False,Inconnu,True,False,,,,20241229,20261023,2411,M1203,Comptable,9 ans,H2901,Monteur,2 ans,D1406,Chef des ventes,,5,BTS,,Économie,Sciences humaines,Roumanie,A valider,A,A,A,,,Limitée (pas de voiture et pas de transports en commun disponible)
0957497545887,Clerc,Bernadette,Féminin,19860728,Syrie,Alexandreboeuf,Afghane,non-résident,97,avenue Christelle Cordier,7700,110801 Ettelbruck,Ettelbruck,Belgique,Veuf,Non,False,Inconnu,False,False,,,,,,,D1406,Commercial,,K2111,Formateur,,,,,3,CATP,,Mécanique,"Soins infirmiers, Économie, Éducation sociale",Espagne,A valider,C,,C,C,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
9127287899239,Marion,Audrey,Féminin,19600910,Portugal,PerrinVille,Syrienne,non-résident,129,chemin Da Costa,7800,110901 Diekirch,Diekirch,Luxembourg,Marié,Inconnu,False,Inconnu,False,False,,,,,,,G1603,Employé de restauration,13 ans,,,,,,,5,BTS,,Soins infirmiers,Commerce,Belgique,Homologué,B,,A,,,"Excellente (permis A, B et véhicule personnel)"
2188927257998,Lacroix,Alex,Féminin,19800220,Somalie,Da Costa,Portugaise,résident,194,rue Carre,2000,110901 Diekirch,Diekirch,Belgique,Divorcé,Inconnu,False,Inconnu,False,False,,,,,,,D1406,Chef des ventes,3 ans,,,,N1103,Magasinier,,0,Secondaire classique,5ème primaire,,Soins infirmiers,Belgique,Homologué,B,A,A,B,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
6578233713864,Gauthier,Michelle,Féminin,19750620,Afghanistan,Sainte Joséphine-les-Bains,Somalienne,inconnu,54,rue de Fabre,9400,110101 Luxembourg,Luxembourg,Luxembourg,Inconnu,Non,True,Marché ordinaire,False,False,,,,,,,K2111,Conseiller en formation,,M1203,Assistant comptable,11 ans,,,,5,BTS,,Comptabilité,"Électronique, Hôtellerie-Restauration",Portugal,Reconnu,C,B,B,C,Néerlandais: A,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
2852235475557,Becker,Joséphine,Féminin,19770330,Somalie,Dubois,Portugaise,résident,79,chemin Gabriel Delorme,4500,110401 Dudelange,Dudelange,France,Célibataire,Inconnu,False,Inconnu,False,False,120 Carte de séjour UE,20251122,20270325,,,,M1203,Assistant comptable,6 ans,,,,,,,1,Secondaire classique,2ème ESC,Droit,"Division administrative et commerciale, Économie, Sciences naturelles",France,Vérifié,B,C,,A,,"Excellente (permis A, B et véhicule personnel)"
6151886260326,Blondel,Zoé,Féminin,19661114,Espagne,Weiss,Néerlandaise,non-résident,62,rue de Fontaine,6800,110401 Dudelange,Dudelange,Luxembourg,Séparé,Inconnu,False,Inconnu,False,False,,,,,,,I1308,Support informatique,8 ans,K2111,Formateur,,,,,7,Master,,Sciences humaines,"Comptabilité, Mécanique, Sciences humaines",Italie,A valider,A,A,B,A,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
4009148146477,Girard,Aimé,Masculin,19560514,Pologne,Thomas,Belge,résident,101,rue Guillaume Navarro,2500,110801 Ettelbruck,Ettelbruck,France,Inconnu,Oui,False,Inconnu,False,False,,,,,,,J1501,Aide-soignant,6 ans,,,,,,,8,PhD,,Soins infirmiers,Droit,Roumanie,Homologué,B,A,A,A,Espagnol: A,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
2868984277154,Carpentier,Philippe,Masculin,20051126,Royaume-Uni,Jacobboeuf,Polonaise,résident,200,rue Éléonore Tanguy,5500,110901 Diekirch,Diekirch,Luxembourg,Inconnu,Inconnu,True,Atelier protégé,False,False,,,,,,,G1603,Agent de restauration,15 ans,,,,,,,1,Secondaire technique,12ème EST,Mécanique,Soins infirmiers,Érythrée,Vérifié,C,A,A,A,,"Excellente (permis A, B et véhicule personnel)"
2787811853208,Marty,Alfred,Masculin,19980303,Espagne,Saint Thomas,Espagnole,résident,113,rue de Mace,8900,110502 Echternach,Echternach,Luxembourg,Divorcé,Oui,False,Inconnu,False,False,,,,,,,N1103,Préparateur de commandes,,D1406,Chef des ventes,,,,,5,BTS,,Droit,"Division administrative et commerciale, Langues, Hôtellerie-Restauration",Somalie,A valider,B,,C,,,Limitée (pas de voiture et pas de transports en commun disponible)
1703618835681,Julien,Bertrand,Masculin,19840911,Portugal,Verdier-sur-Mer,Luxembourgeoise,résident,183,rue Élodie Weiss,1300,111001 Wiltz,Wiltz,Luxembourg,Séparé,Non,False,Inconnu,True,False,,,,,,,H2901,Monteur,,,,,,,,2,Secondaire classique,5ème primaire,Sciences humaines,"Division administrative et commerciale, Sciences naturelles, Hôtellerie-Restauration",Pologne,Reconnu,A,B,A,,,Limitée (pas de voiture et pas de transports en commun disponible)
1724812597002,Mendès,Isaac,Masculin,19590807,Érythrée,Renault-la-Forêt,Érythréenne,non-résident,174,rue René Albert,6400,110601 Grevenmacher,Grevenmacher,France,Divorcé,Inconnu,False,Inconnu,False,False,,,,,,,K2111,Conseiller en formation,16 ans,D1406,Chef des ventes,,,,,8,PhD,,,Éducation sociale,Espagne,Homologué,B,C,A,A,Russe: A,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
2486147434688,Guillet,Christophe,Masculin,19991026,Afghanistan,Rémy-sur-Moreau,Italienne,résident,111,chemin Brunel,4200,110502 Echternach,Echternach,Allemagne,Inconnu,Non,False,Inconnu,False,True,,,,,,,D1406,Responsable commercial,6 ans,,,,,,,3,DT,,Sciences humaines,"Soins infirmiers, Division administrative et commerciale",France,Vérifié,C,C,C,,,Limitée (pas de voiture et pas de transports en commun disponible)
8853101192821,Hubert,Christiane,Féminin,19670906,Pologne,Salmon,Espagnole,inconnu,107,rue Mathieu,3100,110301 Differdange,Differdange,Luxembourg,Veuf,Non,False,Inconnu,True,False,,,,20250225,20261113,5223,D1406,Chef des ventes,,,,,J1501,Aide-soignant,4 ans,6,Bachelor,,Sciences humaines,"Soins infirmiers, Commerce, Droit",Allemagne,Vérifié,B,A,C,C,,"Excellente (permis A, B et véhicule personnel)"
1838903306255,Grégoire,Michelle,Féminin,20040223,Roumanie,Sainte Jeannec,Syrienne,résident,130,boulevard Adam,3300,110401 Dudelange,Dudelange,Allemagne,Marié,Oui,False,Inconnu,False,False,130 Autorisation de séjour temporaire,20240311,20270516,,,,K2111,Formateur,20 ans,G1603,Agent de restauration,3 ans,,,,5,BTS,,Économie,"Éducation sociale, Hôtellerie-Restauration, Électronique",Royaume-Uni,Vérifié,B,B,B,B,,Limitée (pas de voiture et pas de transports en commun disponible)
2898876284833,Alexandre,Édith,Féminin,19540416,Luxembourg,Luxembourg,Espagnole,résident,238,avenue de Guillon,7800,110801 Ettelbruck,Ettelbruck,Allemagne,Séparé,Non,False,Inconnu,True,False,,,,,,,K1207,Animateur social,6 ans,,,,D1406,Responsable commercial,,3,CATP,,,"Langues, Sciences humaines, Économie",Roumanie,A valider,C,B,B,,Espagnol: B,Limitée (pas de voiture et pas de transports en commun disponible)
1182119852104,Muller,Vincent,Masculin,19760522,Érythrée,Guérin,Somalienne,non-résident,145,boulevard de Couturier,8200,110701 Remich,Remich,Luxembourg,Célibataire,Non,False,Inconnu,False,True,,,,,,,M1607,Secrétaire juridique,8 ans,D1406,Chef des ventes,15 ans,,,,7,Master,,Éducation sociale,"Éducation sociale, Sciences humaines",Pologne,Déclaré,C,C,C,C,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
3234870452705,Gomes,Sébastien,Masculin,19920105,Somalie,Guyon-sur-Mer,Italienne,inconnu,222,boulevard Brigitte Baron,3300,110901 Diekirch,Diekirch,Luxembourg,Séparé,Inconnu,False,Inconnu,False,False,,,,,,,H2901,Monteur,10 ans,,,,,,,1,Secondaire technique,12ème EST,Électronique,"Hôtellerie-Restauration, Sciences humaines, Informatique",Allemagne,Vérifié,C,B,B,A,,Limitée (pas de voiture et pas de transports en commun disponible)
8369731199108,Blanc,Jeanne,Féminin,19650622,France,Chevalier,Érythréenne,inconnu,115,rue Jacquet,7300,110201 Esch-sur-Alzette,Esch-sur-Alzette,Allemagne,Divorcé,Oui,False,Inconnu,False,False,065 Membre de famille (UE avec hors UE),20250331,20270305,,,,G1603,Agent de restauration,1 ans,K2111,Formateur,,,,,1,,9ème EST,Électronique,"Électronique, Commerce, Sciences naturelles",Pologne,A valider,B,,,B,Portugais: A,"Excellente (permis A, B et véhicule personnel)"
7193840428380,Marques,Victoire,Féminin,19680316,Syrie,Jourdan,Érythréenne,résident,84,rue de Pons,5800,110701 Remich,Remich,Allemagne,Divorcé,Non,False,Inconnu,False,False,,,,,,,K2111,Formateur professionnel,1 ans,J1501,Aide-soignant,14 ans,,,,3,CATP,,Langues,"Commerce, Mécanique",Italie,Déclaré,A,A,A,C,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
2000893035107,Potier,Chantal,Féminin,19520907,Somalie,Saint Tristan,Roumaine,résident,206,avenue Renée Launay,2500,111001 Wiltz,Wiltz,Allemagne,Célibataire,Non,False,Inconnu,False,False,,,,,,,J1501,Aide-soignant,9 ans,,,,N1103,Agent logistique,,1,Secondaire technique,2ème ESC,Économie,"Mécanique, Informatique, Commerce",Espagne,A valider,B,C,C,A,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
3395530466137,Lopez,Pénélope,Féminin,19960625,Allemagne,Leconte,Portugaise,résident,208,chemin de Gomez,9600,111001 Wiltz,Wiltz,Luxembourg,Séparé,Non,False,Inconnu,False,False,,,,20251229,20260819,5223,N1103,Préparateur de commandes,13 ans,K2111,Formateur professionnel,3 ans,,,,4,Diplôme d'éducateur,,,"Mécanique, Soins infirmiers, Hôtellerie-Restauration",France,Déclaré,A,C,A,B,Russe: A,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
4401999150860,Joly,Thomas,Masculin,19971101,Portugal,Bigot-sur-Carre,Portugaise,résident,57,rue Meyer,7100,110201 Esch-sur-Alzette,Esch-sur-Alzette,France,PA,Oui,False,Inconnu,True,False,,,,,,,G1603,Agent de restauration,5 ans,,,,I1308,Technicien support,7 ans,5,BTS,,,Langues,Roumanie,Vérifié,C,C,A,C,Russe: B,"Excellente (permis A, B et véhicule personnel)"
1064433787751,Leduc,Eugène,Masculin,20010427,Pays-Bas,Sainte Isaacdan,Néerlandaise,non-résident,88,boulevard Roger Foucher,4800,110801 Ettelbruck,Ettelbruck,Luxembourg,Séparé,Oui,False,Inconnu,False,False,,,,,,,D1406,Commercial,4 ans,,,,,,,7,Master,,Économie,"Sciences humaines, Langues",Royaume-Uni,Homologué,C,B,,A,Espagnol: B,"Excellente (permis A, B et véhicule personnel)"
2815651729125,Gautier,Franck,Masculin,19540822,France,Sainte Pénélopeboeuf,Portugaise,résident,94,rue Georges,3700,111001 Wiltz,Wiltz,Allemagne,Célibataire,Non,False,Inconnu,False,False,,,,20240301,20261216,5223,G1603,Employé de restauration,10 ans,K1207,Éducateur spécialisé,,,,,5,BTS,,Sciences humaines,Mécanique,Érythrée,Vérifié,A,C,A,A,,Limitée (pas de voiture et pas de transports en commun disponible)
8592683632559,Brun,Auguste,Masculin,19540220,Syrie,Chauvet,Espagnole,inconnu,205,rue Ribeiro,9500,110901 Diekirch,Diekirch,Luxembourg,Divorcé,Inconnu,False,Inconnu,False,False,,,,,,,M1607,Secrétaire juridique,7 ans,,,,,,,5,BTS,,Division administrative et commerciale,"Division administrative et commerciale, Informatique",Pologne,Déclaré,B,C,A,,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
8162166744793,Brunet,Patrick,Masculin,19931030,Luxembourg,Grevenmacher,Érythréenne,inconnu,57,avenue de Blanc,5000,110801 Ettelbruck,Ettelbruck,Luxembourg,Inconnu,Oui,False,Inconnu,False,False,,,,,,,J1501,Infirmier,18 ans,,,,H2901,Mécanicien monteur,,1,Secondaire classique,12ème EST,,Sciences humaines,Luxembourg,Reconnu,C,C,A,B,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
0714055359262,Le Gall,Laurent,Masculin,19630627,Pologne,Denis,Somalienne,résident,77,rue Thérèse Giraud,4500,111001 Wiltz,Wiltz,France,Célibataire,Inconnu,False,Inconnu,False,False,,,,20240607,20261116,2412,N1103,Préparateur de commandes,18 ans,,,,K1207,Éducateur spécialisé,0 ans,4,Brevet de maîtrise,,Informatique,Électronique,France,Homologué,A,,,C,Néerlandais: A,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
1830317959806,Lelièvre,Agathe,Féminin,19700702,Afghanistan,Hebert-sur-Mer,Luxembourgeoise,résident,125,rue Deschamps,9200,110401 Dudelange,Dudelange,France,Inconnu,Oui,True,Marché ordinaire,False,True,,,,,,,I1308,Technicien support,8 ans,M1203,Assistant comptable,6 ans,,,,0,Secondaire classique,5ème primaire,Comptabilité,"Commerce, Électronique, Comptabilité",Italie,Vérifié,B,B,A,,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
8180752553079,Perret,Marcel,Masculin,20050902,Belgique,Sainte Émilie-sur-Mer,Belge,résident,213,boulevard André Parent,1800,110201 Esch-sur-Alzette,Esch-sur-Alzette,France,Divorcé,Oui,False,Inconnu,False,False,,,,,,,D1406,Chef des ventes,3 ans,M1607,Secrétaire,,H2901,Monteur,,0,,12ème EST,Soins infirmiers,"Électronique, Comptabilité",Espagne,A valider,C,B,A,,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
5387720913392,Texier,Aimée,Féminin,19810703,Somalie,RodriguesVille,Roumaine,résident,107,avenue Yves Martinez,8100,110301 Differdange,Differdange,Allemagne,PA,Inconnu,False,Inconnu,True,False,,,,20240510,20270113,1211,G1603,Employé de restauration,,,,,,,,1,Secondaire classique,9ème EST,Comptabilité,Hôtellerie-Restauration,Somalie,Homologué,B,,B,B,,"Excellente (permis A, B et véhicule personnel)"
2403874078444,Lebreton,Caroline,Féminin,19700225,Espagne,PichonBourg,Luxembourgeoise,résident,213,boulevard Pineau,8300,110201 Esch-sur-Alzette,Esch-sur-Alzette,Luxembourg,Inconnu,Inconnu,False,Inconnu,False,True,,,,20250911,20261024,2412,G1603,Agent de restauration,,D1406,Chef des ventes,14 ans,,,,6,Bachelor,,Économie,"Droit, Éducation sociale",France,A valider,A,B,A,C,,Limitée (pas de voiture et pas de transports en commun disponible)
8879269451420,Lefèvre,Nathalie,Féminin,19940222,Italie,Saint Marine,Britannique,résident,78,rue Hugues Rivière,9000,110401 Dudelange,Dudelange,France,Marié,Oui,False,Inconnu,False,True,,,,,,,I1308,Technicien support,5 ans,,,,,,,4,Diplôme d'éducateur,,Informatique,"Éducation sociale, Économie",Pays-Bas,Déclaré,C,C,,B,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
8335029684985,Legrand,Gabrielle,Féminin,19630825,Pays-Bas,Saint Bernadette-les-Bains,Érythréenne,résident,228,rue Alexandre Riou,5100,110401 Dudelange,Dudelange,France,Inconnu,Non,True,Atelier protégé,False,False,065 Membre de famille (UE avec hors UE),20240131,20280120,,,,D1406,Responsable commercial,,K1207,Éducateur,14 ans,,,,0,,5ème primaire,,"Éducation sociale, Économie",Érythrée,A valider,C,A,,C,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
7114905260751,Mendès,Luc,Masculin,19671229,Érythrée,Gallet-sur-Guillet,Allemande,résident,147,avenue Éléonore Bonnet,3600,110101 Luxembourg,Luxembourg,France,PA,Non,False,Inconnu,False,False,100 Protection internationale (BPI),20230925,20270528,,,,D1406,Commercial,18 ans,K2111,Conseiller en formation,,,,,3,DT,,Soins infirmiers,Économie,Afghanistan,Déclaré,B,,,,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
5929097458982,Bouvet,Antoine,Masculin,19681109,Somalie,Sainte Alex,Syrienne,résident,68,rue Caron,6600,110502 Echternach,Echternach,Luxembourg,Veuf,Inconnu,False,Inconnu,False,False,065 Membre de famille (UE avec hors UE),20230720,20270922,,,,I1308,Support informatique,,,,,K1207,Éducateur,8 ans,4,Brevet de maîtrise,,Éducation sociale,"Économie, Commerce, Électronique",Roumanie,Reconnu,B,C,,C,,"Excellente (permis A, B et véhicule personnel)"
